item_id,order_id,isbn,discount
107026-72-6770,107026-484,989-28-654-2620-7,
107026-70-6936,107026-485,989-28-79-13801-1,
107026-99-9669,107026-485,989-28-229-1404-4,
107026-74-4372,107026-486,989-28-229-3157-7,
107026-94-5927,107026-486,989-28-229-9769-6,
107027-60-5125,107027-487,989-28-3705-007-2,
107027-33-2990,107027-488,989-28-3705-007-2,
107027-1-6640,107027-489,989-28-3705-369-1,
107027-39-7207,107027-490,989-28-3705-138-3,
107027-75-7011,107027-491,989-28-3705-987-7,
107027-81-1701,107027-492,989-28-79-18127-7,
107027-96-8880,107027-493,989-28-79-07610-8,
107027-65-6295,107027-494,989-28-79-45675-7,
107027-77-8983,107027-495,989-28-79-70597-8,
107027-61-9344,107027-496,989-28-79-18127-7,
107027-7-3290,107027-497,989-28-654-5018-9,
107027-45-9796,107027-498,989-28-79-05670-4,
107027-66-5988,107027-499,989-28-79-13871-4,
107027-66-5987,107027-500,989-28-79-13871-4,
107027-12-4775,107027-501,989-28-79-05670-4,
107027-84-5628,107027-502,989-28-229-3157-7,
107027-76-7459,107027-503,989-28-229-1404-4,
107027-62-2892,107027-504,989-28-229-9769-6,
107027-61-7726,107027-505,989-28-229-7592-2,
107027-27-5160,107027-506,989-28-229-3157-7,
107027-44-8355,107027-507,989-28-79-26824-4,
107027-5-8320,107027-508,989-28-79-13801-1,
107027-3-2430,107027-509,989-28-79-71565-6,
107027-73-7005,107027-510,989-28-79-26824-4,
107027-49-4870,107027-511,989-28-79-68089-3,0.05
107027-83-7019,107027-512,989-28-79-74374-1,
107027-51-649,107027-513,989-28-79-13801-1,
107027-62-9367,107027-514,989-28-79-71565-6,
107027-78-6296,107027-515,989-28-79-68089-3,0.05
107027-62-2310,107027-516,989-28-79-40897-8,
107027-44-9429,107027-517,989-28-79-74374-1,
107027-32-6338,107027-518,989-28-79-51397-9,
107027-9-4245,107027-519,989-28-79-55752-2,
107027-13-7778,107027-520,989-28-79-74374-1,
107027-60-6342,107027-521,989-28-79-23023-4,
107027-30-6005,107027-522,989-28-79-74374-1,
107027-39-706,107027-523,989-28-79-13801-1,
107027-84-3484,107027-524,989-28-79-74374-1,
107027-51-2283,107027-525,989-28-79-40897-8,
107027-94-193,107027-526,989-28-79-23023-4,
107027-45-7545,107027-527,989-28-3705-222-9,
107027-62-3125,107027-528,989-28-79-03683-6,
107027-24-6654,107027-529,989-28-79-14379-4,
107027-22-8542,107027-530,989-28-229-6632-6,0.1
107027-22-8552,107027-530,989-28-79-30536-9,
107027-56-7595,107027-530,989-28-79-13801-1,
107027-9-3838,107027-530,989-28-79-32105-5,
107027-28-8081,107027-531,989-28-79-55824-6,
107027-30-5766,107027-531,989-28-79-03683-6,
107027-29-1825,107027-532,989-28-229-1404-4,
107027-79-2260,107027-532,989-28-79-13801-1,
107027-48-1491,107027-533,989-28-229-6632-6,0.1
107027-27-6850,107027-533,989-28-229-1404-4,
107027-45-3685,107027-533,989-28-229-7592-2,
107028-83-382,107028-534,989-28-3705-007-2,
107028-91-8667,107028-535,989-28-3705-054-6,
107028-71-9305,107028-536,989-28-3705-583-1,
107028-3-8967,107028-537,989-28-3705-152-9,
107028-51-4906,107028-538,989-28-3705-583-1,
107028-1-1934,107028-539,989-28-79-82197-5,0.15
107028-48-681,107028-540,989-28-79-82749-6,
107028-48-680,107028-541,989-28-79-82749-6,
107028-54-1651,107028-542,989-28-79-69807-2,
107028-96-9965,107028-543,989-28-79-05670-4,
107028-82-3792,107028-544,989-28-229-6632-6,0.1
107028-88-7251,107028-545,989-28-229-1404-4,
107028-53-2189,107028-546,989-28-229-7592-2,
107028-74-3231,107028-547,989-28-229-1404-4,
107028-53-3148,107028-548,989-28-229-0197-6,
107028-98-7403,107028-549,989-28-229-6632-6,0.1
107028-73-4673,107028-550,989-28-229-7592-2,
107028-77-2297,107028-551,989-28-229-7592-2,
107028-97-2323,107028-552,989-28-229-6632-6,0.1
107028-23-4821,107028-553,989-28-229-5891-8,
107028-26-8550,107028-554,989-28-229-6632-6,0.1
107028-76-9255,107028-555,989-28-229-6632-6,0.1
107028-17-1875,107028-556,989-28-229-7592-2,
107028-52-9155,107028-557,989-28-229-9769-6,
107028-97-3473,107028-558,989-28-79-23023-4,
107028-4-4568,107028-559,989-28-79-13801-1,
107028-33-8790,107028-560,989-28-79-23023-4,
107028-69-4393,107028-561,989-28-79-74374-1,
107028-17-4704,107028-562,989-28-79-71565-6,
107028-23-6299,107028-563,989-28-79-23023-4,
107028-6-3163,107028-564,989-28-79-26824-4,
107028-75-871,107028-565,989-28-79-68089-3,0.05
107028-15-3799,107028-566,989-28-79-23023-4,
107028-60-2925,107028-567,989-28-79-71565-6,
107028-9-6369,107028-568,989-28-79-23023-4,
107028-13-8148,107028-569,989-28-79-13801-1,
107028-54-7779,107028-570,989-28-79-13801-1,
107028-93-9217,107028-571,989-28-79-23023-4,
107028-61-6781,107028-572,989-28-79-74374-1,
107028-57-1548,107028-573,989-28-3705-492-6,
107028-88-9575,107028-574,989-28-3705-222-9,
107028-13-7906,107028-575,989-28-3705-222-9,
107028-4-8990,107028-576,989-28-79-23023-4,
107028-62-195,107028-576,989-28-79-55824-6,
107028-93-4376,107028-576,989-28-79-26824-4,
107028-20-4216,107028-577,989-28-79-26824-4,
107028-86-8974,107028-577,989-28-79-23023-4,
107028-67-582,107028-578,989-28-3705-007-2,
107028-85-1538,107028-578,989-28-3705-987-7,
107028-42-2659,107028-579,989-28-79-74374-1,0.13
107028-54-1650,107028-579,989-28-79-69807-2,0.13
107028-9-4727,107028-580,989-28-79-32105-5,
107028-98-4048,107028-580,989-28-79-05670-4,
107028-3-2611,107028-581,989-28-229-7592-2,
107028-55-5292,107028-581,989-28-79-91028-0,
107029-57-989,107029-582,989-28-3705-987-7,
107029-36-3572,107029-583,989-28-3705-987-7,
107029-33-5825,107029-584,989-28-3705-054-6,
107029-67-7366,107029-585,989-28-3705-007-2,
107029-7-4662,107029-586,989-28-3705-054-6,
107029-29-1851,107029-587,989-28-3705-592-3,
107029-52-1391,107029-588,989-28-3705-007-2,
107029-68-2799,107029-589,989-28-79-27078-0,
107029-4-8553,107029-590,989-28-79-18127-7,
107029-53-6253,107029-591,989-28-79-05638-4,
107029-1-7573,107029-592,989-28-79-82197-5,0.15
107029-56-720,107029-593,989-28-79-45675-7,
107029-19-9235,107029-594,989-28-654-5018-9,
107029-69-8004,107029-595,989-28-79-13871-4,
107029-80-2861,107029-596,989-28-79-69807-2,
107029-19-4536,107029-597,989-28-79-05670-4,
107029-82-3230,107029-598,989-28-79-69807-2,
107029-51-9783,107029-599,989-28-79-13871-4,
107029-51-9782,107029-600,989-28-79-13871-4,
107029-5-5197,107029-601,989-28-79-82125-8,
107029-20-9206,107029-602,989-28-79-05670-4,
107029-82-3229,107029-603,989-28-79-69807-2,
107029-5-5196,107029-604,989-28-79-82125-8,
107029-32-7118,107029-605,989-28-79-13871-4,
107029-69-8003,107029-606,989-28-79-13871-4,
107029-71-786,107029-607,989-28-654-5771-3,
107029-71-785,107029-608,989-28-654-5771-3,
107029-77-538,107029-609,989-28-229-6632-6,0.1
107029-3-4438,107029-610,989-28-229-5891-8,
107029-48-7380,107029-611,989-28-229-9769-6,
107029-18-147,107029-612,989-28-229-1404-4,
107029-86-9190,107029-613,989-28-229-1404-4,
107029-93-9171,107029-614,989-28-229-7592-2,
107029-8-8662,107029-615,989-28-229-1404-4,
107029-41-9782,107029-616,989-28-79-23023-4,
107029-44-2905,107029-617,989-28-79-26824-4,
107029-26-7534,107029-618,989-28-79-74374-1,
107029-59-1523,107029-619,989-28-79-74374-1,
107029-94-9556,107029-620,989-28-79-23023-4,
107029-31-6523,107029-621,989-28-79-74374-1,
107029-16-8999,107029-622,989-28-79-74374-1,
107029-37-6231,107029-623,989-28-79-74374-1,
107029-48-6092,107029-624,989-28-79-71565-6,
107029-29-8630,107029-625,989-28-79-74374-1,
107029-60-8726,107029-626,989-28-79-13801-1,
107029-94-2784,107029-627,989-28-79-13801-1,
107029-41-5946,107029-628,989-28-79-13801-1,
107029-24-3816,107029-629,989-28-79-40897-8,
107029-52-8328,107029-630,989-28-79-23023-4,
107029-66-177,107029-631,989-28-79-13801-1,
107029-51-3655,107029-633,989-28-3705-222-9,
107029-89-7772,107029-634,989-28-3705-492-6,
107029-89-2348,107029-635,989-28-79-03683-6,
107029-15-9341,107029-636,989-28-79-74374-1,
107029-61-7791,107029-637,989-28-79-01991-4,
107029-71-784,107029-637,989-28-654-5771-3,
107029-80-2860,107029-637,989-28-79-69807-2,
107029-17-3413,107029-638,989-28-79-13801-1,
107029-56-3726,107029-638,989-28-79-36485-4,
107029-85-4303,107029-638,989-28-79-51397-9,
107029-1-7717,107029-639,989-28-79-03683-6,
107029-89-337,107029-639,989-28-3705-222-9,
107029-58-8060,107029-640,989-28-229-6632-6,0.1
107029-84-5400,107029-640,989-28-79-23023-4,
107029-32-7117,107029-641,989-28-79-13871-4,
107029-54-2021,107029-641,989-28-79-05670-4,
107029-61-3265,107029-642,989-28-79-13801-1,
107029-68-8432,107029-642,989-28-229-9769-6,
107030-90-1467,107030-643,989-28-3705-007-2,
107030-68-5457,107030-644,989-28-3705-007-2,
107030-4-8136,107030-645,989-28-3705-007-2,
107030-94-1434,107030-646,989-28-3705-007-2,
107030-84-454,107030-647,989-28-3705-007-2,
107030-96-5486,107030-648,989-28-3705-007-2,
107030-17-8875,107030-649,989-28-3705-007-2,
107030-90-6759,107030-650,989-28-3705-007-2,
107030-93-8332,107030-651,989-28-3705-136-9,
107030-5-9232,107030-652,989-28-3705-152-9,
107030-8-7077,107030-653,989-28-3705-138-3,
107030-9-1330,107030-654,989-28-3705-138-3,
107030-89-5210,107030-655,989-28-3705-152-9,
107030-69-4313,107030-656,989-28-3705-987-7,
107030-7-7506,107030-657,989-28-3705-007-2,
107030-86-4845,107030-658,989-28-3705-152-9,
107030-84-4853,107030-659,989-28-79-30536-9,
107030-92-7832,107030-660,989-28-79-45675-7,
107030-32-7714,107030-661,989-28-79-16826-1,
107030-94-9845,107030-662,989-28-79-45675-7,
107030-16-6647,107030-663,989-28-79-01991-4,
107030-96-6018,107030-664,989-28-79-86624-2,
107030-20-9587,107030-665,989-28-79-11297-4,
107030-22-3701,107030-666,989-28-79-86624-2,
107030-1-7880,107030-667,989-28-79-82197-5,0.15
107030-39-6640,107030-668,989-28-79-45675-7,
107030-30-7323,107030-669,989-28-79-82197-5,
107030-93-3686,107030-670,989-28-79-42728-3,
107030-4-5511,107030-671,989-28-79-45675-7,
107030-86-5828,107030-672,989-28-79-16826-1,
107030-1-2431,107030-673,989-28-79-82197-5,0.15
107030-19-9133,107030-674,989-28-79-45675-7,
107030-40-3852,107030-675,989-28-79-69807-2,
107030-77-8938,107030-676,989-28-79-82749-6,
107030-50-8043,107030-677,989-28-79-69807-2,
107030-12-5994,107030-678,989-28-79-13871-4,
107030-12-5993,107030-679,989-28-79-13871-4,
107030-50-8042,107030-680,989-28-79-69807-2,
107030-77-8937,107030-681,989-28-79-82749-6,
107030-70-2153,107030-682,989-28-79-69807-2,
107030-44-8246,107030-683,989-28-79-69807-2,
107030-7-9786,107030-684,989-28-79-13871-4,
107030-67-4739,107030-685,989-28-79-13871-4,
107030-19-1389,107030-686,989-28-79-05670-4,
107030-47-9586,107030-687,989-28-79-05670-4,
107030-18-3111,107030-688,989-28-79-69807-2,
107030-44-8245,107030-689,989-28-79-69807-2,
107030-70-2152,107030-690,989-28-79-69807-2,
107030-57-8753,107030-691,989-28-79-69807-2,
107030-57-8752,107030-692,989-28-79-69807-2,
107030-18-3110,107030-693,989-28-79-69807-2,
107030-38-566,107030-694,989-28-654-8573-0,
107030-85-3464,107030-695,989-28-654-9484-8,
107030-1-7065,107030-696,989-28-229-7592-2,
107030-53-2116,107030-697,989-28-229-9769-6,
107030-79-444,107030-698,989-28-229-6632-6,0.1
107030-10-7538,107030-699,989-28-229-6632-6,0.1
107030-67-9933,107030-700,989-28-229-6632-6,0.1
107030-92-52,107030-701,989-28-229-1404-4,
107030-18-5927,107030-702,989-28-229-9769-6,
107030-80-633,107030-703,989-28-79-23023-4,
107030-23-388,107030-704,989-28-79-13801-1,
107030-29-1774,107030-705,989-28-79-13801-1,
107030-72-2785,107030-706,989-28-79-23023-4,
107030-87-8790,107030-707,989-28-79-91028-0,
107030-40-6115,107030-708,989-28-79-26824-4,
107030-98-4065,107030-709,989-28-79-26824-4,
107030-99-7185,107030-710,989-28-79-23023-4,
107030-11-862,107030-711,989-28-79-74374-1,
107030-26-4133,107030-712,989-28-79-74374-1,
107030-1-8127,107030-713,989-28-79-26824-4,
107030-3-9710,107030-714,989-28-79-23023-4,
107030-41-7488,107030-715,989-28-79-71565-6,
107030-83-8941,107030-716,989-28-79-55824-6,
107030-83-3003,107030-717,989-28-79-13801-1,
107030-38-6879,107030-718,989-28-79-13801-1,
107030-44-7663,107030-719,989-28-79-13801-1,
107030-60-1080,107030-720,989-28-79-13801-1,
107030-81-747,107030-721,989-28-79-74374-1,
107030-56-134,107030-722,989-28-79-71565-6,
107030-92-8877,107030-723,989-28-79-13801-1,
107030-59-4385,107030-724,989-28-79-13801-1,
107030-24-2496,107030-725,989-28-79-13801-1,
107030-71-8300,107030-726,989-28-79-26824-4,
107030-5-801,107030-727,989-28-79-13801-1,
107030-60-6042,107030-728,989-28-79-74374-1,
107030-67-5224,107030-729,989-28-79-40897-8,
107030-60-5912,107030-730,989-28-79-13801-1,
107030-84-1732,107030-731,989-28-79-26824-4,
107030-99-4845,107030-732,989-28-79-23023-4,
107030-81-1638,107030-733,989-28-79-68089-3,0.05
107030-7-1586,107030-734,989-28-79-23023-4,
107030-70-3029,107030-735,989-28-79-26824-4,
107030-31-209,107030-736,989-28-79-74374-1,
107030-35-2519,107030-737,989-28-79-13801-1,
107030-66-1646,107030-738,989-28-79-91028-0,
107030-76-3403,107030-739,989-28-79-23023-4,
107030-48-2073,107030-740,989-28-79-26824-4,
107030-52-667,107030-741,989-28-79-03683-6,
107030-71-6406,107030-742,989-28-3705-222-9,
107030-78-5482,107030-743,989-28-3705-222-9,
107030-49-3125,107030-744,989-28-3705-222-9,
107030-78-5705,107030-745,989-28-79-03683-6,
107030-75-2364,107030-746,989-28-3705-222-9,
107030-17-5335,107030-747,989-28-3705-007-2,
107030-30-2164,107030-747,989-28-3705-492-6,
107030-32-5472,107030-747,989-28-3705-007-2,
107030-62-9968,107030-747,989-28-3705-152-9,
107030-13-4830,107030-748,989-28-79-23023-4,
107030-14-3139,107030-748,989-28-79-13871-4,
107030-40-3851,107030-748,989-28-79-69807-2,
107030-37-8633,107030-749,989-28-79-05670-4,
107030-65-8535,107030-749,989-28-79-23023-4,
107030-67-4738,107030-749,989-28-79-13871-4,
107030-35-9971,107030-750,989-28-229-6632-6,0.1
107030-54-8645,107030-750,989-28-79-21991-8,
107030-65-1798,107030-750,989-28-79-05670-4,
107030-78-4148,107030-751,989-28-79-68089-3,0.05
107030-69-8192,107030-751,989-28-3705-007-2,
107030-44-2339,107030-752,989-28-79-13801-1,
107030-59-9228,107030-753,989-28-79-30536-9,
107030-8-1004,107030-753,989-28-79-71565-6,
107030-68-814,107030-754,989-28-79-05670-4,
107030-7-9785,107030-754,989-28-79-13871-4,
107030-14-3138,107030-755,989-28-79-13871-4,
107030-23-8812,107030-755,989-28-79-45675-7,
107030-3-479,107030-756,989-28-79-05670-4,
107030-74-8901,107030-756,989-28-79-13871-4,
107030-60-7568,107030-757,989-28-3705-987-7,
107030-65-6738,107030-757,989-28-79-05670-4,
107030-74-8900,107030-757,989-28-79-13871-4,
107030-12-1012,107030-758,989-28-79-04510-4,
107030-41-6277,107030-758,989-28-79-45675-7,
107031-1-2875,107030-776,989-28-79-82197-5,0.15
107031-86-4309,107031-759,989-28-3705-987-7,
107031-33-4750,107031-760,989-28-3705-138-3,
107031-35-1768,107031-761,989-28-3705-007-2,
107031-55-578,107031-762,989-28-3705-138-3,
107031-62-2213,107031-763,989-28-3705-592-3,
107031-14-500,107031-764,989-28-3705-007-2,
107031-45-3138,107031-765,989-28-3705-007-2,
107031-43-1733,107031-766,989-28-3705-007-2,
107031-19-6651,107031-767,989-28-3705-007-2,
107031-1-2679,107031-768,989-28-3705-987-7,
107031-70-6550,107031-769,989-28-79-16826-1,
107031-94-579,107031-770,989-28-79-82197-5,
107031-28-8388,107031-771,989-28-79-86624-2,
107031-10-7206,107031-772,989-28-79-22871-2,
107031-60-716,107031-773,989-28-79-87459-9,
107031-54-8904,107031-774,989-28-79-45675-7,
107031-49-2524,107031-775,989-28-79-04510-4,
107031-67-6715,107031-777,989-28-79-22871-2,
107031-7-4482,107031-778,989-28-79-45675-7,
107031-1-2922,107031-779,989-28-654-5018-9,
107031-71-5779,107031-780,989-28-654-5018-9,
107031-22-5844,107031-781,989-28-79-05670-4,
107031-44-3282,107031-782,989-28-79-82749-6,
107031-53-6127,107031-783,989-28-79-05670-4,
107031-19-4724,107031-784,989-28-229-7592-2,
107031-53-7544,107031-785,989-28-229-5891-8,
107031-32-2422,107031-786,989-28-229-9769-6,
107031-1-2642,107031-787,989-28-229-7592-2,
107031-93-4754,107031-788,989-28-229-6632-6,0.1
107031-30-1134,107031-789,989-28-229-7592-2,
107031-97-9080,107031-790,989-28-229-9769-6,
107031-46-5096,107031-791,989-28-229-6632-6,0.1
107031-12-9085,107031-792,989-28-229-1404-4,
107031-39-3394,107031-793,989-28-229-1404-4,
107031-10-566,107031-794,989-28-229-1404-4,
107031-26-9393,107031-795,989-28-229-7592-2,
107031-28-4426,107031-796,989-28-229-9769-6,
107031-88-8082,107031-797,989-28-229-0197-6,
107031-97-8293,107031-798,989-28-229-7592-2,
107031-29-8271,107031-799,989-28-229-3157-7,
107031-38-76,107031-800,989-28-79-74374-1,
107031-86-4283,107031-801,989-28-79-40897-8,
107031-96-7862,107031-802,989-28-79-13801-1,
107031-90-102,107031-803,989-28-79-23023-4,
107031-17-4844,107031-804,989-28-79-91028-0,
107031-91-6224,107031-805,989-28-79-23023-4,
107031-86-3472,107031-806,989-28-79-74374-1,
107031-26-6088,107031-807,989-28-79-74374-1,
107031-73-9718,107031-808,989-28-79-23023-4,
107031-68-4478,107031-809,989-28-79-13801-1,
107031-80-9032,107031-810,989-28-79-13801-1,
107031-88-667,107031-811,989-28-79-13801-1,
107031-1-8554,107031-812,989-28-79-74374-1,
107031-84-8895,107031-813,989-28-79-40897-8,
107031-13-1471,107031-814,989-28-79-16808-7,
107031-70-3796,107031-815,989-28-79-23023-4,
107031-11-2285,107031-816,989-28-79-13801-1,
107031-2-4609,107031-817,989-28-79-71565-6,
107031-32-1240,107031-818,989-28-79-23023-4,
107031-58-9588,107031-819,989-28-79-74374-1,
107031-57-7847,107031-820,989-28-79-13801-1,
107031-87-1235,107031-821,989-28-79-68089-3,0.05
107031-35-3378,107031-822,989-28-79-74374-1,
107031-6-8963,107031-823,989-28-79-13801-1,
107031-14-6586,107031-824,989-28-79-91028-0,
107031-87-5484,107031-825,989-28-79-68089-3,0.05
107031-36-8382,107031-826,989-28-79-71565-6,
107031-35-3200,107031-827,989-28-79-68089-3,0.05
107031-4-5893,107031-828,989-28-79-71565-6,
107031-51-3476,107031-829,989-28-79-55752-2,
107031-55-5246,107031-830,989-28-79-26824-4,
107031-70-1855,107031-831,989-28-79-68089-3,0.05
107031-95-4283,107031-832,989-28-79-13801-1,
107031-99-9548,107031-833,989-28-79-74374-1,
107031-1-8982,107031-834,989-28-79-26824-4,
107031-71-5624,107031-835,989-28-79-74374-1,
107031-73-3866,107031-836,989-28-79-68089-3,0.05
107031-74-4946,107031-837,989-28-79-91028-0,
107031-63-3716,107031-838,989-28-3705-222-9,
107031-8-3700,107031-839,989-28-3705-222-9,
107031-82-7574,107031-840,989-28-3705-205-2,
107031-46-6680,107031-841,989-28-3705-222-9,
107031-90-2750,107031-842,989-28-3705-222-9,
107031-50-3659,107031-843,989-28-79-23015-9,
107031-68-1953,107031-843,989-28-3705-987-7,
107031-71-6318,107031-843,989-28-3705-492-6,
107031-92-9948,107031-843,989-28-3705-987-7,
107031-60-6045,107031-844,989-28-79-03683-6,
107031-8-8181,107031-844,989-28-79-74374-1,
107031-88-9456,107031-844,989-28-79-04510-4,
107031-88-6454,107031-845,989-28-79-23023-4,
107031-97-3925,107031-845,989-28-79-74374-1,
107031-98-5463,107031-845,989-28-79-13801-1,
107031-38-6082,107031-846,989-28-229-6632-6,0.1
107031-44-1840,107031-846,989-28-3705-152-9,
107031-21-551,107031-847,989-28-3705-007-2,
107031-73-93,107031-847,989-28-3705-987-7,
107031-65-2302,107031-848,989-28-3705-007-2,
107031-70-8942,107031-848,989-28-3705-222-9,
107031-44-3281,107031-849,989-28-79-82749-6,
107031-73-8107,107031-849,989-28-79-13801-1,
107031-90-8531,107031-850,989-28-79-05670-4,
107031-99-2021,107031-850,989-28-79-45675-7,
107031-54-384,107031-851,989-28-229-9769-6,
107031-70-3269,107031-851,989-28-229-9769-6,
107031-91-4591,107031-852,989-28-229-1404-4,
107031-93-2870,107031-852,989-28-229-9769-6,
107031-57-6047,107031-853,989-28-229-5891-8,
107031-58-750,107031-854,989-28-229-6632-6,0.1
107031-43-31,107031-854,989-28-229-7592-2,
107032-1-3099,107031-907,989-28-79-82197-5,0.15
107032-12-806,107032-855,989-28-3705-007-2,
107032-26-2823,107032-856,989-28-3705-007-2,
107032-40-7803,107032-857,989-28-3705-966-2,
107032-11-2073,107032-858,989-28-3705-007-2,
107032-39-6470,107032-859,989-28-3705-987-7,
107032-17-629,107032-860,989-28-3705-007-2,
107032-6-4263,107032-861,989-28-3705-987-7,
107032-20-2343,107032-862,989-28-79-82197-5,
107032-22-8529,107032-863,989-28-79-45675-7,
107032-34-4573,107032-864,989-28-79-21991-8,
107032-4-8440,107032-865,989-28-79-30536-9,
107032-69-762,107032-866,989-28-79-11297-4,
107032-10-3625,107032-867,989-28-79-21991-8,
107032-1-7154,107032-868,989-28-79-82197-5,0.15
107032-81-6909,107032-869,989-28-79-61125-5,
107032-48-2263,107032-870,989-28-79-01991-4,
107032-54-9283,107032-871,989-28-79-86624-2,
107032-88-5006,107032-872,989-28-79-22871-2,
107032-89-6062,107032-873,989-28-79-05670-4,
